0, 42.262
1, 120.768
2, 126.337
3, 120.333
4, 130.787
5, 130.594
6, 129.145
7, 134.85
8, 134.382
9, 134.09
10, 136.738
11, 135.613
12, 137.389
13, 136.119
14, 137.984
15, 137.696
16, 136.174
17, 135.061
18, 135.008
19, 136.892
20, 139.398
21, 136.072
