0,7.27927
1,12.7052
2,18.2384
3,23.5541
4,27.3671
5,30.76
6,33.7479
7,35.984
8,37.7676
9,39.1731
10,40.1866
11,40.9009
12,41.3852
13,41.707
14,41.9009
15,42.0053
16,42.0675
17,42.0977
18,42.1083
19,42.1137
20,42.1156
21,42.1156
